Participant,replicate,front-back,left-right,top-bottom,role,grid,black_animal_C,blue_animal_C,red_animal_C
C,02,F,L,B,intermediate,F1,0,0,0
C,02,F,L,B,intermediate,A2,0,0,0
C,02,F,L,B,intermediate,B2,0,0,1
C,02,F,L,B,intermediate,C2,0,0,1
C,02,F,L,B,intermediate,D2,0,0,0
C,02,F,L,B,intermediate,E2,1,0,0
C,02,F,L,B,intermediate,F2,0,0,0
C,02,F,L,B,intermediate,A3,0,0,0
C,02,F,L,B,intermediate,B3,0,0,0
C,02,F,L,B,intermediate,C3,0,0,0
C,02,F,L,B,intermediate,D3,0,0,0
C,02,F,L,B,intermediate,E3,0,0,0
C,02,F,L,B,intermediate,F3,0,0,0
C,02,F,L,B,intermediate,A4,1,0,0
C,02,F,L,B,intermediate,B4,0,0,0
C,02,F,L,B,intermediate,C4,0,0,0
C,02,F,L,B,intermediate,D4,0,0,1
C,02,F,L,B,intermediate,E4,0,0,0
C,02,F,L,B,intermediate,F4,1,1,0
C,02,F,L,B,intermediate,A5,0,0,0
C,02,F,L,B,intermediate,B5,0,1,0
C,02,F,L,B,intermediate,C5,1,0,0
C,02,F,L,B,intermediate,D5,1,0,0
C,02,F,L,B,intermediate,E5,0,0,0
C,02,F,L,B,intermediate,F5,1,1,0
C,02,F,L,B,intermediate,A6,0,0,0
C,02,F,L,B,intermediate,B6,1,2,0
C,02,F,L,B,intermediate,C6,1,0,0
C,02,F,L,B,intermediate,D6,0,0,0
C,02,F,L,B,intermediate,E6,0,0,0
C,02,F,L,B,intermediate,F6,0,1,0
C,02,F,L,B,intermediate,A7,0,0,0
C,02,F,L,B,intermediate,B7,0,0,0
C,02,F,L,B,intermediate,C7,0,2,1
C,02,F,L,B,intermediate,D7,0,0,0
C,02,F,L,B,intermediate,E7,0,0,0
C,02,F,L,B,intermediate,F7,1,0,0
C,02,F,L,B,intermediate,A8,0,0,0
C,02,F,L,B,intermediate,B8,0,0,0
C,02,F,L,B,intermediate,C8,1,0,0
C,02,F,L,B,intermediate,D8,0,0,0
C,02,F,L,B,intermediate,E8,0,0,0
C,02,F,L,B,intermediate,F8,0,0,0
C,02,F,L,B,intermediate,A9,0,0,0
C,02,F,L,B,intermediate,B9,1,0,0
C,02,F,L,B,intermediate,C9,0,0,0
C,02,F,L,B,intermediate,D9,0,1,1
C,02,F,L,B,intermediate,E9,0,0,0
C,02,F,L,B,intermediate,F9,1,0,0
C,02,F,L,B,intermediate,A10,0,0,0
C,02,F,L,B,intermediate,B10,0,1,0
C,02,F,L,B,intermediate,C10,0,0,0
C,02,F,L,B,intermediate,D10,0,0,0
C,02,F,L,B,intermediate,E10,0,0,0
C,02,F,L,B,intermediate,F10,0,0,0
C,02,F,L,B,intermediate,A11,0,0,0
C,02,F,L,B,intermediate,B11,0,1,0
C,02,F,L,B,intermediate,C11,1,1,0
C,02,F,L,B,intermediate,D11,0,0,0
C,02,F,L,B,intermediate,E11,0,0,0
C,02,F,L,B,intermediate,F11,0,0,1
C,02,F,L,B,intermediate,A12,0,0,0
C,02,F,L,B,intermediate,B12,0,0,0
C,02,F,L,B,intermediate,C12,1,0,0
C,02,F,L,B,intermediate,D12,0,0,0
C,02,F,L,B,intermediate,E12,0,0,1
C,02,F,L,B,intermediate,F12,0,0,0
C,02,F,L,B,intermediate,A13,0,0,0
C,02,F,L,B,intermediate,B13,0,0,0
C,02,F,L,B,intermediate,C13,0,0,0
C,02,F,L,B,intermediate,D13,0,0,0
C,02,F,L,B,intermediate,E13,0,1,0
C,02,F,L,B,intermediate,F13,0,0,0
C,02,F,L,B,intermediate,A14,0,0,0
C,02,F,L,B,intermediate,B14,0,0,0
C,02,F,L,B,intermediate,C14,0,0,0
C,02,F,L,B,intermediate,D14,1,0,0
C,02,F,L,B,intermediate,E14,0,1,0
C,02,F,L,B,intermediate,F14,0,0,0
C,02,F,L,B,intermediate,A15,0,0,0
C,02,F,L,B,intermediate,B15,0,0,1
C,02,F,L,B,intermediate,C15,0,0,0
C,02,F,L,B,intermediate,D15,0,0,0
C,02,F,L,B,intermediate,E15,1,0,0
C,02,F,L,B,intermediate,F15,0,0,1
C,02,F,L,B,intermediate,A16,0,0,0
C,02,F,L,B,intermediate,B16,0,0,0
C,02,F,L,B,intermediate,C16,0,0,1
C,02,F,L,B,intermediate,D16,0,1,0
C,02,F,L,B,intermediate,E16,0,0,0
C,02,F,L,B,intermediate,F16,0,0,0
C,02,F,L,B,intermediate,A17,0,0,0
C,02,F,L,B,intermediate,B17,1,1,0
C,02,F,L,B,intermediate,C17,0,0,0
C,02,F,L,B,intermediate,D17,0,0,0
C,02,F,L,B,intermediate,E17,0,0,0
C,02,F,L,B,intermediate,F17,1,0,0
C,02,F,L,B,intermediate,A18,0,0,1
C,02,F,L,B,intermediate,B18,0,0,0
C,02,F,L,B,intermediate,C18,0,0,0
C,02,F,L,B,intermediate,D18,0,0,0
C,02,F,L,B,intermediate,E18,0,0,0
C,02,F,L,B,intermediate,F18,0,0,1
C,02,F,L,B,intermediate,A19,0,0,0
C,02,F,L,B,intermediate,B19,0,0,0
C,02,F,L,B,intermediate,C19,0,0,0
C,02,F,L,B,intermediate,D19,1,0,0
C,02,F,L,B,intermediate,E19,0,0,0
C,02,F,L,B,intermediate,F19,0,0,0
C,02,F,L,B,intermediate,A20,0,0,0
C,02,F,L,B,intermediate,B20,0,0,0
C,02,F,L,B,intermediate,C20,0,0,1
C,02,F,L,B,intermediate,D20,0,0,0
C,02,F,L,B,intermediate,E20,0,0,1
C,02,F,L,B,intermediate,F20,0,0,0
C,02,F,L,B,intermediate,A21,0,0,0
C,02,F,L,B,intermediate,B21,0,0,0
C,02,F,L,B,intermediate,C21,0,0,0
C,02,F,L,B,intermediate,D21,0,0,0
C,02,F,L,B,intermediate,E21,0,0,0
C,02,F,L,B,intermediate,F21,0,0,0
C,02,F,L,B,intermediate,A22,0,0,0
C,02,F,L,B,intermediate,B22,0,0,0
C,02,F,L,B,intermediate,C22,0,0,0
C,02,F,L,B,intermediate,D22,0,0,0
C,02,F,L,B,intermediate,E22,0,0,0
C,02,F,L,B,intermediate,F22,1,0,1
C,02,F,L,B,intermediate,A23,0,0,0
C,02,F,L,B,intermediate,B23,0,0,0
C,02,F,L,B,intermediate,C23,0,0,0
C,02,F,L,B,intermediate,D23,0,0,0
C,02,F,L,B,intermediate,E23,0,0,0
C,02,F,L,B,intermediate,F23,0,0,0
C,02,F,L,B,intermediate,A24,0,0,0
C,02,F,L,B,intermediate,B24,0,0,0
C,02,F,L,B,intermediate,C24,0,0,0
C,02,F,L,B,intermediate,D24,0,0,0
C,02,F,L,B,intermediate,E24,0,0,0
C,02,F,L,B,intermediate,F24,0,0,0
C,02,F,R,T,intermediate,A1,1,0,0
C,02,F,R,T,intermediate,B1,1,0,0
C,02,F,R,T,intermediate,C1,0,0,0
C,02,F,R,T,intermediate,D1,0,0,0
C,02,F,R,T,intermediate,E1,0,0,0
C,02,F,R,T,intermediate,F1,0,1,0
C,02,F,R,T,intermediate,A2,0,0,0
C,02,F,R,T,intermediate,B2,1,0,0
C,02,F,R,T,intermediate,C2,0,1,0
C,02,F,R,T,intermediate,D2,0,0,0
C,02,F,R,T,intermediate,E2,0,0,0
C,02,F,R,T,intermediate,F2,0,0,0
C,02,F,R,T,intermediate,A3,1,0,0
C,02,F,R,T,intermediate,B3,0,0,1
C,02,F,R,T,intermediate,C3,0,0,0
C,02,F,R,T,intermediate,D3,0,0,0
C,02,F,R,T,intermediate,E3,0,0,0
C,02,F,R,T,intermediate,F3,0,0,0
C,02,F,R,T,intermediate,A4,0,0,0
C,02,F,R,T,intermediate,B4,1,0,1
C,02,F,R,T,intermediate,C4,0,0,0
C,02,F,R,T,intermediate,D4,0,0,0
C,02,F,R,T,intermediate,E4,0,0,0
C,02,F,R,T,intermediate,F4,0,0,0
C,02,F,R,T,intermediate,A5,0,0,0
C,02,F,R,T,intermediate,B5,2,0,0
C,02,F,R,T,intermediate,C5,0,0,0
C,02,F,R,T,intermediate,D5,1,0,0
C,02,F,R,T,intermediate,E5,0,0,0
C,02,F,R,T,intermediate,F5,0,1,0
C,02,F,R,T,intermediate,A6,0,0,0
C,02,F,R,T,intermediate,B6,0,0,0
C,02,F,R,T,intermediate,C6,0,0,0
C,02,F,R,T,intermediate,D6,0,0,0
C,02,F,R,T,intermediate,E6,0,0,0
C,02,F,R,T,intermediate,F6,0,0,0
C,02,F,R,T,intermediate,A7,1,0,0
C,02,F,R,T,intermediate,B7,0,0,0
C,02,F,R,T,intermediate,C7,0,0,0
C,02,F,R,T,intermediate,D7,0,0,0
C,02,F,R,T,intermediate,E7,0,1,0
C,02,F,R,T,intermediate,F7,0,0,0
C,02,F,R,T,intermediate,A8,0,0,0
C,02,F,R,T,intermediate,B8,0,0,0
C,02,F,R,T,intermediate,C8,0,0,0
C,02,F,R,T,intermediate,D8,0,0,0
C,02,F,R,T,intermediate,E8,0,0,0
C,02,F,R,T,intermediate,F8,0,0,0
C,02,F,R,T,intermediate,A9,0,0,0
C,02,F,R,T,intermediate,B9,0,0,0
C,02,F,R,T,intermediate,C9,0,0,0
C,02,F,R,T,intermediate,D9,0,0,0
C,02,F,R,T,intermediate,E9,0,0,0
C,02,F,R,T,intermediate,F9,0,0,0
C,02,F,R,T,intermediate,A10,0,0,0
C,02,F,R,T,intermediate,B10,0,0,0
C,02,F,R,T,intermediate,C10,0,0,1
C,02,F,R,T,intermediate,D10,1,0,0
C,02,F,R,T,intermediate,E10,0,0,0
C,02,F,R,T,intermediate,F10,0,0,0
C,02,F,R,T,intermediate,A11,0,0,0
C,02,F,R,T,intermediate,B11,0,0,0
C,02,F,R,T,intermediate,C11,0,0,0
C,02,F,R,T,intermediate,D11,0,0,0
C,02,F,R,T,intermediate,E11,0,0,0
C,02,F,R,T,intermediate,F11,0,0,0
C,02,F,R,T,intermediate,A12,0,0,0
C,02,F,R,T,intermediate,B12,0,1,0
C,02,F,R,T,intermediate,C12,0,0,0
C,02,F,R,T,intermediate,D12,0,0,0
C,02,F,R,T,intermediate,E12,0,0,0
C,02,F,R,T,intermediate,F12,0,0,0
C,02,F,R,T,intermediate,A13,0,0,0
C,02,F,R,T,intermediate,B13,0,0,0
C,02,F,R,T,intermediate,C13,0,0,0
C,02,F,R,T,intermediate,D13,0,0,0
C,02,F,R,T,intermediate,E13,0,0,0
C,02,F,R,T,intermediate,F13,1,0,0
C,02,F,R,T,intermediate,A14,0,0,0
C,02,F,R,T,intermediate,B14,0,0,0
C,02,F,R,T,intermediate,C14,0,0,0
C,02,F,R,T,intermediate,D14,0,0,0
C,02,F,R,T,intermediate,E14,0,0,0
C,02,F,R,T,intermediate,F14,0,0,0
C,02,F,R,T,intermediate,A15,0,0,0
C,02,F,R,T,intermediate,B15,0,0,0
C,02,F,R,T,intermediate,C15,0,0,0
C,02,F,R,T,intermediate,D15,0,0,0
C,02,F,R,T,intermediate,E15,0,1,0
C,02,F,R,T,intermediate,F15,0,0,0
C,02,F,R,T,intermediate,A16,0,0,0
C,02,F,R,T,intermediate,B16,0,0,0
C,02,F,R,T,intermediate,C16,0,0,0
C,02,F,R,T,intermediate,D16,0,0,0
C,02,F,R,T,intermediate,E16,0,0,0
C,02,F,R,T,intermediate,F16,0,0,0
C,02,F,R,T,intermediate,A17,0,0,0
C,02,F,R,T,intermediate,B17,1,0,0
C,02,F,R,T,intermediate,C17,0,0,0
C,02,F,R,T,intermediate,D17,0,0,0
C,02,F,R,T,intermediate,E17,0,1,1
C,02,F,R,T,intermediate,F17,1,0,0
C,02,F,R,T,intermediate,A18,0,0,0
C,02,F,R,T,intermediate,B18,0,0,0
C,02,F,R,T,intermediate,C18,1,0,0
C,02,F,R,T,intermediate,D18,0,0,0
C,02,F,R,T,intermediate,E18,0,0,0
C,02,F,R,T,intermediate,F18,0,0,1
C,02,F,R,T,intermediate,A19,1,0,0
C,02,F,R,T,intermediate,B19,0,1,0
C,02,F,R,T,intermediate,C19,0,0,0
C,02,F,R,T,intermediate,D19,0,0,0
C,02,F,R,T,intermediate,E19,0,0,0
C,02,F,R,T,intermediate,F19,0,1,0
C,02,F,R,T,intermediate,A20,0,0,0
C,02,F,R,T,intermediate,B20,0,0,1
C,02,F,R,T,intermediate,C20,0,0,0
C,02,F,R,T,intermediate,D20,0,0,0
C,02,F,R,T,intermediate,E20,0,0,0
C,02,F,R,T,intermediate,F20,0,0,0
C,02,F,R,T,intermediate,A21,0,0,0
C,02,F,R,T,intermediate,B21,0,0,0
C,02,F,R,T,intermediate,C21,1,0,0
C,02,F,R,T,intermediate,D21,0,0,0
C,02,F,R,T,intermediate,E21,0,0,0
C,02,F,R,T,intermediate,F21,0,0,0
C,02,F,R,T,intermediate,A22,0,0,0
C,02,F,R,T,intermediate,B22,0,0,0
C,02,F,R,T,intermediate,C22,0,0,0
C,02,F,R,T,intermediate,D22,0,0,0
C,02,F,R,T,intermediate,E22,1,0,0
C,02,F,R,T,intermediate,F22,0,0,0
C,02,F,R,T,intermediate,A23,0,0,0
C,02,F,R,T,intermediate,B23,0,0,0
C,02,F,R,T,intermediate,C23,0,0,0
C,02,F,R,T,intermediate,D23,0,0,0
C,02,F,R,T,intermediate,E23,0,0,0
C,02,F,R,T,intermediate,F23,0,0,0
C,02,F,R,T,intermediate,A24,0,0,0
C,02,F,R,T,intermediate,B24,0,0,0
C,02,F,R,T,intermediate,C24,0,0,0
C,02,F,R,T,intermediate,D24,0,0,0
C,02,F,R,T,intermediate,E24,0,0,0
C,02,F,R,T,intermediate,F24,0,0,0
C,02,F,R,B,intermediate,A1,0,0,0
C,02,F,R,B,intermediate,B1,0,0,0
C,02,F,R,B,intermediate,C1,0,1,0
C,02,F,R,B,intermediate,D1,0,0,1
C,02,F,R,B,intermediate,E1,0,0,0
C,02,F,R,B,intermediate,F1,0,0,0
C,02,F,R,B,intermediate,A2,0,0,0
C,02,F,R,B,intermediate,B2,0,0,1
C,02,F,R,B,intermediate,C2,1,0,0
C,02,F,R,B,intermediate,D2,1,0,0
C,02,F,R,B,intermediate,E2,1,0,0
C,02,F,R,B,intermediate,F2,0,0,0
C,02,F,R,B,intermediate,A3,0,0,0
C,02,F,R,B,intermediate,B3,0,0,0
C,02,F,R,B,intermediate,C3,0,0,1
C,02,F,R,B,intermediate,D3,0,0,0
C,02,F,R,B,intermediate,E3,0,0,0
C,02,F,R,B,intermediate,F3,0,0,0
C,02,F,R,B,intermediate,A4,0,0,0
C,02,F,R,B,intermediate,B4,1,0,0
C,02,F,R,B,intermediate,C4,0,0,0
C,02,F,R,B,intermediate,D4,1,0,0
C,02,F,R,B,intermediate,E4,0,0,0
C,02,F,R,B,intermediate,F4,0,0,0
C,02,F,R,B,intermediate,A5,0,0,0
C,02,F,R,B,intermediate,B5,0,0,0
C,02,F,R,B,intermediate,C5,1,0,0
C,02,F,R,B,intermediate,D5,0,0,0
C,02,F,R,B,intermediate,E5,0,0,0
C,02,F,R,B,intermediate,F5,1,1,0
C,02,F,R,B,intermediate,A6,0,0,0
C,02,F,R,B,intermediate,B6,1,0,0
C,02,F,R,B,intermediate,C6,0,1,0
C,02,F,R,B,intermediate,D6,0,0,0
C,02,F,R,B,intermediate,E6,0,1,0
C,02,F,R,B,intermediate,F6,0,0,0
C,02,F,R,B,intermediate,A7,1,0,0
C,02,F,R,B,intermediate,B7,0,0,0
C,02,F,R,B,intermediate,C7,0,0,1
C,02,F,R,B,intermediate,D7,0,0,0
C,02,F,R,B,intermediate,E7,1,0,0
C,02,F,R,B,intermediate,F7,0,0,1
C,02,F,R,B,intermediate,A8,0,0,0
C,02,F,R,B,intermediate,B8,0,0,0
C,02,F,R,B,intermediate,C8,1,0,0
C,02,F,R,B,intermediate,D8,0,0,0
C,02,F,R,B,intermediate,E8,0,0,0
C,02,F,R,B,intermediate,F8,0,0,1
C,02,F,R,B,intermediate,A9,0,0,0
C,02,F,R,B,intermediate,B9,0,0,0
C,02,F,R,B,intermediate,C9,0,1,0
C,02,F,R,B,intermediate,D9,0,0,1
C,02,F,R,B,intermediate,E9,0,1,0
C,02,F,R,B,intermediate,F9,1,1,1
C,02,F,R,B,intermediate,A10,0,0,0
C,02,F,R,B,intermediate,B10,0,0,0
C,02,F,R,B,intermediate,C10,0,0,1
C,02,F,R,B,intermediate,D10,0,1,0
C,02,F,R,B,intermediate,E10,0,0,0
C,02,F,R,B,intermediate,F10,0,0,0
C,02,F,R,B,intermediate,A11,0,0,0
C,02,F,R,B,intermediate,B11,0,0,0
C,02,F,R,B,intermediate,C11,1,0,0
C,02,F,R,B,intermediate,D11,0,0,0
C,02,F,R,B,intermediate,E11,0,1,0
C,02,F,R,B,intermediate,F11,0,0,0
C,02,F,R,B,intermediate,A12,0,0,0
C,02,F,R,B,intermediate,B12,0,1,0
C,02,F,R,B,intermediate,C12,0,1,0
C,02,F,R,B,intermediate,D12,0,1,0
C,02,F,R,B,intermediate,E12,0,0,0
C,02,F,R,B,intermediate,F12,0,1,0
C,02,F,R,B,intermediate,A13,0,0,0
C,02,F,R,B,intermediate,B13,0,0,0
C,02,F,R,B,intermediate,C13,0,0,0
C,02,F,R,B,intermediate,D13,0,0,0
C,02,F,R,B,intermediate,E13,1,0,0
C,02,F,R,B,intermediate,F13,0,0,0
C,02,F,R,B,intermediate,A14,0,0,0
C,02,F,R,B,intermediate,B14,0,0,0
C,02,F,R,B,intermediate,C14,0,0,0
C,02,F,R,B,intermediate,D14,0,0,0
C,02,F,R,B,intermediate,E14,0,0,0
C,02,F,R,B,intermediate,F14,0,0,0
C,02,F,R,B,intermediate,A15,0,0,0
C,02,F,R,B,intermediate,B15,1,0,0
C,02,F,R,B,intermediate,C15,1,0,0
C,02,F,R,B,intermediate,D15,0,1,0
C,02,F,R,B,intermediate,E15,0,0,0
C,02,F,R,B,intermediate,F15,0,0,0
C,02,F,R,B,intermediate,A16,0,0,0
C,02,F,R,B,intermediate,B16,0,0,0
C,02,F,R,B,intermediate,C16,0,0,0
C,02,F,R,B,intermediate,D16,1,0,0
C,02,F,R,B,intermediate,E16,0,1,0
C,02,F,R,B,intermediate,F16,0,0,0
C,02,F,R,B,intermediate,A17,0,0,0
C,02,F,R,B,intermediate,B17,0,0,0
C,02,F,R,B,intermediate,C17,0,0,0
C,02,F,R,B,intermediate,D17,0,0,0
C,02,F,R,B,intermediate,E17,0,0,0
C,02,F,R,B,intermediate,F17,0,0,0
C,02,F,R,B,intermediate,A18,0,0,0
C,02,F,R,B,intermediate,B18,0,1,0
C,02,F,R,B,intermediate,C18,0,1,0
C,02,F,R,B,intermediate,D18,0,0,0
C,02,F,R,B,intermediate,E18,0,0,1
C,02,F,R,B,intermediate,F18,0,0,0
C,02,F,R,B,intermediate,A19,0,0,0
C,02,F,R,B,intermediate,B19,1,0,1
C,02,F,R,B,intermediate,C19,1,0,0
C,02,F,R,B,intermediate,D19,0,0,0
C,02,F,R,B,intermediate,E19,0,0,0
C,02,F,R,B,intermediate,F19,0,0,0
C,02,F,R,B,intermediate,A20,0,0,0
C,02,F,R,B,intermediate,B20,0,0,0
C,02,F,R,B,intermediate,C20,1,0,0
C,02,F,R,B,intermediate,D20,0,1,0
C,02,F,R,B,intermediate,E20,0,0,0
C,02,F,R,B,intermediate,F20,0,0,0
C,02,F,R,B,intermediate,A21,0,0,0
C,02,F,R,B,intermediate,B21,0,0,0
C,02,F,R,B,intermediate,C21,0,0,0
C,02,F,R,B,intermediate,D21,0,0,0
C,02,F,R,B,intermediate,E21,0,0,0
C,02,F,R,B,intermediate,F21,0,0,0
C,02,F,R,B,intermediate,A22,0,0,0
C,02,F,R,B,intermediate,B22,0,0,0
C,02,F,R,B,intermediate,C22,0,0,0
C,02,F,R,B,intermediate,D22,0,0,0
C,02,F,R,B,intermediate,E22,1,1,0
C,02,F,R,B,intermediate,F22,0,0,0
C,02,F,R,B,intermediate,A23,0,0,0
C,02,F,R,B,intermediate,B23,0,0,0
C,02,F,R,B,intermediate,C23,0,0,0
C,02,F,R,B,intermediate,D23,0,0,0
C,02,F,R,B,intermediate,E23,0,0,0
C,02,F,R,B,intermediate,F23,0,0,0
C,02,F,R,B,intermediate,A24,0,0,0
C,02,F,R,B,intermediate,B24,0,1,0
C,02,F,R,B,intermediate,C24,0,0,0
C,02,F,R,B,intermediate,D24,0,0,0
C,02,F,R,B,intermediate,E24,0,0,0
C,02,F,R,B,intermediate,F24,0,0,0
C,03,F,L,T,intermediate,A1,0,0,0
C,03,F,L,T,intermediate,B1,0,0,0
C,03,F,L,T,intermediate,C1,1,1,1
C,03,F,L,T,intermediate,D1,1,0,0
C,03,F,L,T,intermediate,E1,1,0,0
C,03,F,L,T,intermediate,F1,0,0,0
C,03,F,L,T,intermediate,A2,0,0,0
C,03,F,L,T,intermediate,B2,0,1,0
C,03,F,L,T,intermediate,C2,0,0,0
C,03,F,L,T,intermediate,D2,0,0,0
C,03,F,L,T,intermediate,E2,1,0,1
C,03,F,L,T,intermediate,F2,0,0,1
C,03,F,L,T,intermediate,A3,0,0,0
C,03,F,L,T,intermediate,B3,0,1,0
C,03,F,L,T,intermediate,C3,0,0,0
C,03,F,L,T,intermediate,D3,0,0,0
C,03,F,L,T,intermediate,E3,1,0,0
C,03,F,L,T,intermediate,F3,0,0,0
C,03,F,L,T,intermediate,A4,1,0,0
C,03,F,L,T,intermediate,B4,0,0,0
C,03,F,L,T,intermediate,C4,0,0,0
C,03,F,L,T,intermediate,D4,0,0,0
C,03,F,L,T,intermediate,E4,0,0,0
C,03,F,L,T,intermediate,F4,0,0,0
C,03,F,L,T,intermediate,A5,0,0,0
C,03,F,L,T,intermediate,B5,0,0,0
C,03,F,L,T,intermediate,C5,0,0,1
C,03,F,L,T,intermediate,D5,0,0,1
C,03,F,L,T,intermediate,E5,1,0,0
C,03,F,L,T,intermediate,F5,1,0,0
C,03,F,L,T,intermediate,A6,0,0,0
C,03,F,L,T,intermediate,B6,1,0,0
C,03,F,L,T,intermediate,C6,0,1,0
C,03,F,L,T,intermediate,D6,0,0,0
C,03,F,L,T,intermediate,E6,0,0,0
C,03,F,L,T,intermediate,F6,0,0,0
C,03,F,L,T,intermediate,A7,0,0,0
C,03,F,L,T,intermediate,B7,0,1,0
C,03,F,L,T,intermediate,C7,1,0,0
C,03,F,L,T,intermediate,D7,0,0,0
C,03,F,L,T,intermediate,E7,0,1,0
C,03,F,L,T,intermediate,F7,0,1,0
C,03,F,L,T,intermediate,A8,0,1,0
C,03,F,L,T,intermediate,B8,0,0,0
C,03,F,L,T,intermediate,C8,0,0,0
C,03,F,L,T,intermediate,D8,0,0,0
C,03,F,L,T,intermediate,E8,1,1,0
C,03,F,L,T,intermediate,F8,0,0,0
C,03,F,L,T,intermediate,A9,0,0,1
C,03,F,L,T,intermediate,B9,0,0,1
C,03,F,L,T,intermediate,C9,0,0,1
C,03,F,L,T,intermediate,D9,0,0,0
C,03,F,L,T,intermediate,E9,1,0,0
C,03,F,L,T,intermediate,F9,0,0,0
C,03,F,L,T,intermediate,A10,1,0,0
C,03,F,L,T,intermediate,B10,1,1,0
C,03,F,L,T,intermediate,C10,0,0,0
C,03,F,L,T,intermediate,D10,0,0,0
C,03,F,L,T,intermediate,E10,0,0,0
C,03,F,L,T,intermediate,F10,0,0,0
C,03,F,L,T,intermediate,A11,0,0,0
C,03,F,L,T,intermediate,B11,0,0,0
C,03,F,L,T,intermediate,C11,0,0,0
C,03,F,L,T,intermediate,D11,0,0,0
C,03,F,L,T,intermediate,E11,0,0,0
C,03,F,L,T,intermediate,F11,0,0,0
C,03,F,L,T,intermediate,A12,0,0,0
C,03,F,L,T,intermediate,B12,0,0,0
C,03,F,L,T,intermediate,C12,0,0,1
C,03,F,L,T,intermediate,D12,0,1,0
C,03,F,L,T,intermediate,E12,0,0,0
C,03,F,L,T,intermediate,F12,0,0,0
C,03,F,L,T,intermediate,A13,0,0,0
C,03,F,L,T,intermediate,B13,0,0,0
C,03,F,L,T,intermediate,C13,0,0,0
C,03,F,L,T,intermediate,D13,0,0,0
C,03,F,L,T,intermediate,E13,0,0,0
C,03,F,L,T,intermediate,F13,1,0,0
C,03,F,L,T,intermediate,A14,0,0,0
C,03,F,L,T,intermediate,B14,0,0,0
C,03,F,L,T,intermediate,C14,0,0,0
C,03,F,L,T,intermediate,D14,0,0,0
C,03,F,L,T,intermediate,E14,0,0,0
C,03,F,L,T,intermediate,F14,0,1,1
C,03,F,L,T,intermediate,A15,0,0,0
C,03,F,L,T,intermediate,B15,0,0,0
C,03,F,L,T,intermediate,C15,0,1,0
C,03,F,L,T,intermediate,D15,0,0,0
C,03,F,L,T,intermediate,E15,0,0,0
C,03,F,L,T,intermediate,F15,0,0,1
C,03,F,L,T,intermediate,A16,1,0,0
C,03,F,L,T,intermediate,B16,0,0,0
C,03,F,L,T,intermediate,C16,0,0,0
C,03,F,L,T,intermediate,D16,0,0,0
C,03,F,L,T,intermediate,E16,0,0,0
C,03,F,L,T,intermediate,F16,0,0,0
C,03,F,L,T,intermediate,A17,0,0,0
C,03,F,L,T,intermediate,B17,0,0,0
C,03,F,L,T,intermediate,C17,0,1,1
C,03,F,L,T,intermediate,D17,0,0,0
C,03,F,L,T,intermediate,E17,0,0,0
C,03,F,L,T,intermediate,F17,0,0,0
C,03,F,L,T,intermediate,A18,0,0,0
C,03,F,L,T,intermediate,B18,0,0,0
C,03,F,L,T,intermediate,C18,0,0,0
C,03,F,L,T,intermediate,D18,0,0,0
C,03,F,L,T,intermediate,E18,0,0,0
C,03,F,L,T,intermediate,F18,0,0,0
C,03,F,L,T,intermediate,A19,0,0,0
C,03,F,L,T,intermediate,B19,0,0,0
C,03,F,L,T,intermediate,C19,0,0,0
C,03,F,L,T,intermediate,D19,0,0,0
C,03,F,L,T,intermediate,E19,0,0,0
C,03,F,L,T,intermediate,F19,0,0,0
C,03,F,L,T,intermediate,A20,0,0,0
C,03,F,L,T,intermediate,B20,0,0,0
C,03,F,L,T,intermediate,C20,0,0,0
C,03,F,L,T,intermediate,D20,0,0,0
C,03,F,L,T,intermediate,E20,0,0,0
C,03,F,L,T,intermediate,F20,0,0,0
C,03,F,L,T,intermediate,A21,0,0,0
C,03,F,L,T,intermediate,B21,0,0,0
C,03,F,L,T,intermediate,C21,1,0,0
C,03,F,L,T,intermediate,D21,0,0,0
C,03,F,L,T,intermediate,E21,0,0,0
C,03,F,L,T,intermediate,F21,0,0,0
C,03,F,L,T,intermediate,A22,0,0,0
C,03,F,L,T,intermediate,B22,0,0,0
C,03,F,L,T,intermediate,C22,0,0,0
C,03,F,L,T,intermediate,D22,0,0,0
C,03,F,L,T,intermediate,E22,0,0,0
C,03,F,L,T,intermediate,F22,0,0,0
C,03,F,L,T,intermediate,A23,0,0,0
C,03,F,L,T,intermediate,B23,0,0,0
C,03,F,L,T,intermediate,C23,0,0,0
C,03,F,L,T,intermediate,D23,0,0,0
C,03,F,L,T,intermediate,E23,0,0,0
C,03,F,L,T,intermediate,F23,0,0,0
C,03,F,L,T,intermediate,A24,0,0,0
C,03,F,L,T,intermediate,B24,0,0,0
C,03,F,L,T,intermediate,C24,0,0,0
C,03,F,L,T,intermediate,D24,0,0,0
C,03,F,L,T,intermediate,E24,0,0,0
C,03,F,L,T,intermediate,F24,0,0,0
C,03,F,L,B,intermediate,A1,0,0,0
C,03,F,L,B,intermediate,B1,1,0,1
C,03,F,L,B,intermediate,C1,0,0,0
C,03,F,L,B,intermediate,D1,0,0,0
C,03,F,L,B,intermediate,E1,0,0,0
C,03,F,L,B,intermediate,F1,0,1,1
C,03,F,L,B,intermediate,A2,1,2,0
C,03,F,L,B,intermediate,B2,0,0,0
C,03,F,L,B,intermediate,C2,0,0,0
C,03,F,L,B,intermediate,D2,0,0,0
